Depth,GR,Porosity,Caliper,Ring resistivity
259.5061,90.9627,,-999.25,0.6255
259.6585,91.9819,,-999.25,0.6255
259.8109,93.8211,,-999.25,0.6255
259.9633,96.2753,,-999.25,0.6255
260.1157,94.1124,,-999.25,0.6255
260.2681,93.2616,,-999.25,0.6255
260.4205,91.9011,,-999.25,0.6255
260.5729,90.58,,-999.25,0.6255
260.7253,91.0479,,-999.25,0.6255
260.8777,90.9461,,-999.25,0.6255
261.0301,92.8705,,-999.25,0.6255
261.1825,91.9732,,-999.25,0.6255
261.3349,91.639,,-999.25,0.6255
261.4873,91.732,,-999.25,0.6255
261.6397,90.7942,,-999.25,0.6255
261.7921,90.5659,,-999.25,0.6255
261.9445,89.9522,,-999.25,0.6255
262.0969,89.7719,,-999.25,0.6255
262.2493,91.3853,,-999.25,0.6255
262.4017,93.0842,,-999.25,0.6255
262.5541,95.2854,,-999.25,0.6255
262.7065,94.422,,-999.25,0.6255
262.8589,94.234,,-999.25,0.6255
263.0113,93.1555,,-999.25,0.6255
263.1637,93.1713,,-999.25,0.6255
263.3161,94.8369,,-999.25,0.6255
263.4685,92.6852,,-999.25,0.6255
263.6209,90.5102,,-999.25,0.6255
263.7733,89.0012,,-999.25,0.6255
263.9257,91.5914,,-999.25,0.6255
264.0781,94.0306,,-999.25,0.6255
264.2305,92.3185,,-999.25,0.6255
264.3829,91.2115,,-999.25,0.6255
264.5353,91.3707,,-999.25,0.6255
264.6877,93.1589,,-999.25,0.6255
264.8401,94.8946,,-999.25,0.6255
264.9925,95.1947,,-999.25,0.6255
265.1449,95.5232,,-999.25,0.6255
265.2973,94.3232,,-999.25,0.6255
265.4497,93.5506,,-999.25,0.6255
265.6021,93.6893,,-999.25,0.6255
265.7545,94.4706,,-999.25,0.6255
265.9069,94.8749,,-999.25,0.6255
266.0593,92.722,,-999.25,0.6255
266.2117,91.3201,,-999.25,0.6255
266.3641,89.689,,-999.25,0.6255
266.5165,91.3029,,-999.25,0.6255
266.6689,92.4949,,-999.25,0.6255
266.8213,93.7502,,-999.25,0.6255
266.9737,93.0434,,-999.25,0.6255
267.1261,92.765,,-999.25,0.6255
267.2785,93.4507,,-999.25,0.6255
267.4309,92.8007,,-999.25,0.6255
267.5833,93.5004,,-999.25,0.6255
267.7357,93.8922,,-999.25,0.6255
267.8881,96.337,,-999.25,0.6255
268.0405,96.8394,,-999.25,0.6255
268.1929,95.7277,,-999.25,0.6255
268.3453,94.1029,,-999.25,0.6255
268.4977,92.3292,,-999.25,0.6255
268.6501,92.8082,,-999.25,0.6255
268.8025,91.3775,,-999.25,0.6255
268.9549,93.1206,,-999.25,0.6255
269.1073,89.227,,-999.25,0.6255
269.2597,91.4415,,-999.25,0.6255
269.4121,89.9939,,-999.25,0.6255
269.5645,96.5786,,-999.25,0.6255
269.7169,95.9339,,-999.25,0.6255
269.8693,95.0017,,-999.25,0.6255
270.0217,91.3503,,-999.25,0.6255
270.1741,92.3219,,-999.25,0.6255
270.3265,90.9096,,-999.25,0.6255
270.4789,90.8141,,-999.25,0.6255
270.6313,87.3682,,-999.25,0.6255
270.7837,91.7134,,-999.25,0.6255
270.9361,92.0748,,-999.25,0.6255
271.0885,95.7043,,-999.25,0.6255
271.2409,95.1925,,-999.25,0.6255
271.3933,95.5953,,-999.25,0.6255
271.5457,93.1834,,-999.25,0.6255
271.6981,90.3538,,-999.25,0.6255
271.8505,90,,-999.25,0.6255
272.0029,89.9094,,-999.25,0.6255
272.1553,90.2196,,-999.25,0.6255
272.3077,89.7947,,-999.25,0.6255
272.4601,91.6292,,-999.25,0.6255
272.6125,96.5983,,-999.25,0.6255
272.7649,91.9202,,-999.25,0.6255
272.9173,88.7558,,-999.25,0.6255
273.0697,80.2625,,-999.25,0.6255
273.2221,84.2483,,-999.25,0.6255
273.3745,86.8402,,-999.25,0.6255
273.5269,92.3631,,-999.25,0.6255
273.6793,93.2492,,-999.25,0.6255
273.8317,92.4514,,-999.25,0.6255
273.9841,90.4208,,-999.25,0.6255
274.1365,89.974,,-999.25,0.6255
274.2889,89.9745,,-999.25,0.6255
274.4413,90.4875,,-999.25,0.6255
274.5937,92.1272,,-999.25,0.6255
274.7461,94.1376,,-999.25,0.6255
274.8985,96.4856,,-999.25,0.6255
275.0509,98.6784,,-999.25,0.6255
275.2033,98.8895,,-999.25,0.6255
275.3557,100.434,,-999.25,0.6255
275.5081,97.5732,,-999.25,0.6255
275.6605,95.3476,,-999.25,0.6255
275.8129,92.0633,,-999.25,0.6255
275.9653,92.7804,,-999.25,0.6255
276.1177,93.9797,,-999.25,0.6255
276.2701,94.024,,-999.25,0.6255
276.4225,91.8451,,-999.25,0.6255
276.5749,91.4675,,-999.25,0.6255
276.7273,90.4986,,-999.25,0.6259
276.8797,91.4658,,-999.25,0.6272
277.0321,91.6167,,-999.25,0.6293
277.1845,92.2565,,-999.25,0.6315
277.3369,92.9027,,-999.25,0.6334
277.4893,92.6337,,-999.25,0.6351
277.6417,91.6741,,-999.25,0.6362
277.7941,92.2095,,-999.25,0.6375
277.9465,92.6675,,-999.25,0.6392
278.0989,93.6964,,-999.25,0.6406
278.2513,93.6761,,-999.25,0.642
278.4037,91.3901,,-999.25,0.6435
278.5561,90.7198,,-999.25,0.6451
278.7085,91.4184,,-999.25,0.6474
278.8609,94.6911,,-999.25,0.6494
279.0133,93.8572,,-999.25,0.65
279.1657,92.0485,,-999.25,0.6446
279.3181,88.9975,,-999.25,0.6252
279.4705,90.2035,,-999.25,0.6047
279.6229,88.8661,,-999.25,0.5916
279.7753,90.6934,,-999.25,0.5847
279.9277,90.9617,,-999.25,0.5767
280.0801,92.0334,,-999.25,0.5715
280.2325,92.8313,,-999.25,0.5693
280.3849,91.2828,,-999.25,0.5694
280.5373,92.248,,-999.25,0.5715
280.6897,91.0242,,-999.25,0.5738
280.8421,89.6107,,-999.25,0.5771
280.9945,88.0403,,-999.25,0.5799
281.1469,87.3687,,-999.25,0.5775
281.2993,92.11,,-999.25,0.5729
281.4517,92.1501,,-999.25,0.5681
281.6041,92.6234,,-999.25,0.5656
281.7565,89.7035,,-999.25,0.5643
281.9089,94.4693,,-999.25,0.5601
282.0613,90.4246,,-999.25,0.5664
282.2137,88.9021,,-999.25,0.5776
282.3661,81.2507,,-999.25,0.5956
282.5185,84.2249,,-999.25,0.5969
282.6709,84.8476,,-999.25,0.5907
282.8233,88.0114,,-999.25,0.5844
282.9757,90.6997,,-999.25,0.5793
283.1281,90.563,,-999.25,0.5737
283.2805,91.1263,,-999.25,0.568
283.4329,88.5058,,-999.25,0.5574
283.5853,89.8813,,-999.25,0.5467
283.7377,90.9934,,-999.25,0.5457
283.8901,92.1564,,-999.25,0.5508
284.0425,94.6116,,-999.25,0.5547
284.1949,95.7285,,-999.25,0.5533
284.3473,95.9113,,-999.25,0.5523
284.4997,94.3979,,-999.25,0.5522
284.6521,91.9141,,-999.25,0.5526
284.8045,90.0826,,-999.25,0.5531
284.9569,86.9861,,-999.25,0.5501
